오케이정형외과의원,의원,"경기도 고양시 일산동구 숲속마을1로 77, 그린메디피아 201호, 601~604호 (풍동)",031-902-5555
오킴스오성형외과의원,의원,"경기도 고양시 일산동구 중앙로1261번길 55, 5(일부)층 (장항동)",031-906-8222
오킴스케이성형외과의원,의원,"경기도 고양시 일산동구 중앙로1261번길 55, 5(일부)층 (장항동)",031-906-3222
오킴스피부과의원,의원,"경기도 고양시 일산동구 강석로 123, (마두동)",031-902-9333
온봄의원,의원,"경기도 고양시 일산동구 위시티2로11번길 45, 제상가(C)동 2층 218호 (식사동, 위시티일산자이 주상복합)",031-360-0067
우성산부인과의원,의원,"경기도 고양시 일산동구 고양대로 762, 2층 204~205호 (중산동)",031-976-7768
원피부과의원,의원,"경기도 고양시 일산동구 강송로 179, 401호 (마두동, 신일산빌딩 )",031-904-0319
웨스턴호치과의원,치과의원,"경기도 고양시 일산동구 정발산로 24, (장항동, 웨스턴돔 2 B-305,306호)",031-931-5003
웰빙치과의원,치과의원,"경기도 고양시 일산동구 일산로 207, (마두동,현대쇼핑상가202호)",031-908-2877
위시티365경희한의원,한의원,"경기도 고양시 일산동구 위시티2로11번길 31, 스타타워 211호 (식사동)",031-968-1175
위시티소아청소년과의원,의원,"경기도 고양시 일산동구 위시티4로 80, (식사동, 위시티일산자이1단지아파트, 202호일부,203호)",031-967-9958
위시티아름다운의원,의원,"경기도 고양시 일산동구 위시티2로11번길 31, 3층 (식사동, 스타타워)",031-962-5350
위시티연세치과의원,치과의원,"경기도 고양시 일산동구 위시티2로11번길 31, (식사동, 스타타워 301호, 302-1호)",031-969-7528
위시티웰치과의원,치과의원,"경기도 고양시 일산동구 위시티로 67, (식사동)",031-965-2275
위시티정형외과의원,의원,"경기도 고양시 일산동구 위시티2로11번길 31, 304호 (식사동, 스타타워)",031-963-1400
위시티클린이비인후과의원,의원,"경기도 고양시 일산동구 위시티2로11번길 31, 스타타워 3층 306호 (식사동)",031-963-2200
위존한의원,한의원,"경기도 고양시 일산동구 중앙로 1322, 일산현대아이스페이스 2층 217~218호 (정발산동)",031-816-7575
유디치과의원,치과의원,"경기도 고양시 일산동구 중앙로1261번길 19, (장항동)",031-932-1110
유반하지 영상의학과의원,의원,"경기도 고양시 일산동구 정발산로 47, 웅신아트 301호 (장항동)",031-994-7520
유앤미여성외과의원,의원,"경기도 고양시 일산동구 정발산로 43-20, (장항동, 센트럴프라자 508~509호)",031-901-6075
유앤아이의원,의원,"경기도 고양시 일산동구 중앙로1275번길 38-5, 이레21빌딩 401(일부),402(일부),403(일부)호 (장항동)",031-994-6021
유용우한의원,한의원,"경기도 고양시 일산동구 정발산로 24, (장항동, 웨스턴돔 2 B-307,308호)",031-813-1311
윤솔한의원,한의원,"경기도 고양시 일산동구 중앙로 1124, 108호,109호 (백석동, 흰돌마을1단지아파트)",031-901-9373
의료법인 세경의료재단 새빛안과병원,병원,"경기도 고양시 일산동구 중앙로 1065, (백석동)",031-900-7700
의료법인두영의료재단 정안요양병원,요양병원,"경기도 고양시 일산동구 성현로377번길 128-4, (문봉동)",977-8757
의료법인마리아의료재단마리아의원,의원,"경기도 고양시 일산동구 중앙로 1060, 2,3층,4(일부)층 (백석동)",031-924-6555
의료법인상록의료재단화정병원,정신병원,"경기도 고양시 일산동구 중산로157번길 49, 대산타운 106~109, 110, 201~205, 301, 401, 501, 601호 (중산동)",031-979-7572
의료법인성광의료재단일산차병원,종합병원,"경기도 고양시 일산동구 중앙로 1205, 지하1층(일부),지하2층,지하4층(일부),1층(일부),2층(일부),3층(일부),4~5층,6층(일부), 7~10층 (장항동)",031-782-8300
의료법인일산복음병원,병원,"경기도 고양시 일산동구 고양대로 760, 가동 (중산동, 일산복음병원)",031-977-5000
이(e)-하나로치과의원,치과의원,"경기도 고양시 일산동구 공릉천로 30, 2층 (사리현동, 경하빌딩)",031-968-2875
이내과의원,의원,"경기도 고양시 일산동구 숲속마을1로 73, 신성메디칼 타운 202호 (풍동)",031-906-7553
이든한의원,한의원,"경기도 고양시 일산동구 백마로 195, 2층 (장항동, 에스케이엠시티오피스)",02-2264-8822
이사랑치과의원,치과의원,"경기도 고양시 일산동구 장백로 172, (장항동, 금강프라자 303호)",031-907-2875
이성근치과의원,치과의원,"경기도 고양시 일산동구 장백로 206, 이지로빌딩 8층 (장항동)",031-932-1188
이소아과의원,의원,"경기도 고양시 일산동구 탄중로 316, 301호 (중산동, 솔샘프라자 )",031-975-3177
이영도가정의학과의원,의원,"경기도 고양시 일산동구 대산로 28, 501호 (정발산동)",031-917-8281
이원행 화접몽한의원,한의원,"경기도 고양시 일산동구 중앙로 1195, 로스텔 301,303호 (장항동)",031-902-0221
이윤영이비인후과의원,의원,"경기도 고양시 일산동구 숲속마을1로 77, (풍동, 그린메디피아 301호)",031-902-7005
이일신경외과의원,의원,"경기도 고양시 일산동구 정발산로 43-20, 5층 510~513,515호 (장항동, 센트럴프라자)",031-906-8275
이재한의원,한의원,"경기도 고양시 일산동구 강송로 119, 용신코아 3층 302호 (백석동)",031-903-0099
이지신경외과의원,의원,"경기도 고양시 일산동구 일산로 46, (백석동, 남정시티프라자 3차 308~309호)",031-903-1177
이튼치과의원,치과의원,"경기도 고양시 일산동구 고봉로 20-5, (장항동, 포오스프라자 2차 303, 304호)",031-924-7528
이편한치과의원,치과의원,"경기도 고양시 일산동구 강석로 115, (마두동, 장항빌딩 402호)",031-906-7582
이푸른요양병원,요양병원,"경기도 고양시 일산동구 중앙로 1124, 4층 (백석동, 흰돌마을1단지아파트 상가동)",031-932-3338
이화연소아청소년과의원,의원,"경기도 고양시 일산동구 숲속마을1로 29-30, (풍동, 라고크리닉 202호)",031-901-7288
일산21세기병원,병원,"경기도 고양시 일산동구 중앙로 1059, (백석동, ISD빌딩 3~8층)",031-909-9600
일산365한의원,한의원,"경기도 고양시 일산동구 중앙로 1192, 301,302호 (마두동, 월드프라자)",031-903-0365
일산고운세상피부과의원,의원,"경기도 고양시 일산동구 정발산로 47, 401호 (장항동, 웅신아트)",031-932-8275
일산남다른마취통증의학과의원,의원,"경기도 고양시 일산동구 중앙로 1195, 로스텔 202~204호 (장항동)",031-901-8275
일산다나은한방병원,한방병원,"경기도 고양시 일산동구 고봉로 467-57, 가동 지하1층~지상3층 (성석동)",031-975-1275
일산라쥬네스내과의원,의원,"경기도 고양시 일산동구 무궁화로 18, (장항동, 남정시티프라자 1차 302호)",031-908-8278
일산리더스요양병원,요양병원,"경기도 고양시 일산동구 위시티로 18, 5~8층 (식사동, 동국타워)",031-962-0050
일산린치과의원,치과의원,"경기도 고양시 일산동구 중앙로 1197, (장항동, 형지 제3빌딩 7층)",031-1644-7728
일산마두정형외과의원,의원,"경기도 고양시 일산동구 중앙로 1182, 올림픽스포츠센터 2층 201-1호, 202호 (마두동)",031-907-1119
일산바른왕플란트치과의원,치과의원,"경기도 고양시 일산동구 중앙로 1193, 10층 (장항동)",031-904-0428
일산복음재활병원,병원,"경기도 고양시 일산동구 고양대로 760, 나동 6~10층 (중산동)",031-977-6633
일산사랑요양병원,요양병원,"경기도 고양시 일산동구 장백로 86, 한경빌딩 3~6층 (백석동)",031-901-8119
일산서울한의원,한의원,"경기도 고양시 일산동구 일산로 46, (백석동,남정씨티프라자 408호)",031-902-5583
일산성모이비인후과의원,의원,"경기도 고양시 일산동구 강촌로 157, (마두동, 서울코아306,307호)",031-905-8912
일산수외과의원,의원,"경기도 고양시 일산동구 중앙로 1080, 남정골드프라자 204호 (백석동)",031-901-5397
일산스타28치과의원,치과의원,"경기도 고양시 일산동구 무궁화로 32-12, (장항동,라페스타E동 501호)",031-932-2814
일산아르고요양병원,요양병원,"경기도 고양시 일산동구 하늘마을1로 14, 일산 조은프라자 3층,401~404,407,409호,6층,7층 (중산동)",031-976-1844
일산앞선치과의원,치과의원,"경기도 고양시 일산동구 일산로 46, (백석동)",031-902-8275
일산연합의원,의원,"경기도 고양시 일산동구 공릉천로 32, 2층 (사리현동)",031-962-1318
일산웰치과의원,치과의원,"경기도 고양시 일산동구 정발산로 38, (장항동, 이스턴시티 303,303-1호)",031-901-2842
일산윌내과의원,의원,"경기도 고양시 일산동구 고양대로1021번길 33, 스타타워Ⅲ 3층 302~304호 (식사동)",031-963-8808
일산윤내과의원,의원,"경기도 고양시 일산동구 강촌로 157, (마두동, 서울코아빌딩308호)",031-904-9138
일산이비인후과의원,의원,"경기도 고양시 일산동구 무궁화로 39, (장항동, 삼라마이다스 3차 206,209,210호)",031-917-1155
일산이편한치과의원,치과의원,"경기도 고양시 일산동구 고봉로278번길 17, (중산동, 산들마을2단지아파트 상가동 201호)",031-923-2804
일산자생한방병원,한방병원,"경기도 고양시 일산동구 중앙로 1130, B2-01~19호 (마두동, 강촌마을6단지아파트)",031-931-7041
일산제일산부인과의원,의원,"경기도 고양시 일산동구 중앙로 1167, 서륭프라자 10층 2호 (장항동)",031-994-3031
일산좋은치과의원,치과의원,"경기도 고양시 일산동구 일산로 441, (정발산동, 일성조합상가 301~302호)",031-913-2876
일산참사랑요양병원,요양병원,"경기도 고양시 일산동구 무궁화로 31-16, (장항동, 남정시티프라자8차 3층, 4층, 6층, 8층)",031-918-1070
일산탑내과의원,의원,"경기도 고양시 일산동구 중앙로 1193, 마두법조빌딩 401호 (장항동)",031-905-7575
일산하얀치과의원,치과의원,"경기도 고양시 일산동구 중앙로 1124, 2층 201호 (백석동, 흰돌마을1단지아파트)",031-905-2875
일산하이병원,병원,"경기도 고양시 일산동구 고양대로 761, (중산동)",031-1522-1275
일산하이치과의원,치과의원,"경기도 고양시 일산동구 일산로 243, (마두동,주영빌딩 2층 201호)",031-905-8275
일산한의원,한의원,"경기도 고양시 일산동구 무궁화로 237, 이마트 풍산점 2층 일부호 (중산동)",031-976-7706
일산현대요양병원,요양병원,"경기도 고양시 일산동구 무궁화로 346, 지하1~2층,1~3층 (풍동)",031-922-7575
일산현대의원,의원,"경기도 고양시 일산동구 강촌로 157, (마두동,서울코아 2층)",031-908-5678
일산호수요양병원,요양병원,"경기도 고양시 일산동구 호수로 646-24, 위너스21 II 3,5,6층 (장항동)",031-903-8275
일산효성내과의원,의원,"경기도 고양시 일산동구 하늘마을1로 2, 풍산프라자 2층 207호 (중산동)",976-7525
자성의원,의원,"경기도 고양시 일산동구 일산로 368, B1(일부),1~3층 (정발산동)",031-904-1002
자애요양병원,요양병원,"경기도 고양시 일산동구 고봉로 20-21, 양우로데오랜드 3층일부, 4층, 5층 (장항동)",031-919-9942
자향한방병원,한방병원,"경기도 고양시 일산동구 백마로 490, (풍동)",1661-8927
잘봄한의원,한의원,"경기도 고양시 일산동구 중산로 63, 현대프라자 301호 (중산동)",031-927-9923
장항중앙의원,의원,"경기도 고양시 일산동구 장항로 293, 1층 (장항동)",031-905-8286
전진훈소아과의원,의원,"경기도 고양시 일산동구 중앙로 1124, (백석동, 흰돌마을1단지아파트상가동 2층)",031-902-7505
정다운치과의원,치과의원,"경기도 고양시 일산동구 일산로 211, (마두동, 3층)",031-907-2804
정발산경희한의원,한의원,"경기도 고양시 일산동구 일산로 453, (정발산동, 신대성상가201호)",031-915-1475
정발산사과나무치과의원,치과의원,"경기도 고양시 일산동구 정발산로 47, (장항동, 웅신아트309,310호)",031-932-2876
정발산튼튼척의원,의원,"경기도 고양시 일산동구 정발산로 38, 장항동이스턴시티 208호 일부, 408호 (장항동)",031-902-4758
정성미한의원,한의원,"경기도 고양시 일산동구 정발산로 43-20, 센트럴프라자 412~416호 (장항동)",031-915-8288
정은형치과의원,치과의원,"경기도 고양시 일산동구 일산로 408, 4층 (정발산동)",031-917-2876
제너리스의원,의원,"경기도 고양시 일산동구 정발산로 43-20, 센트럴프라자 410,411호 (장항동)",031-904-9555
제일안과의원,의원,"경기도 고양시 일산동구 중앙로 1171, 현대프리젠트 208,211호 (장항동)",031-905-3357
제일정신건강의학과의원,의원,"경기도 고양시 일산동구 중앙로 1189, GM굿모닝 법조타운 201호 (장항동)",031-904-8111
조은가정의학과의원,의원,"경기도 고양시 일산동구 숲속마을로 50-54, (풍동, 세훈프라자 402호)",031-905-7333
좋은하루치과의원,치과의원,"경기도 고양시 일산동구 백석로 24, (백석동, 흰돌마을 상가동 304)",031-901-3182
중산사과나무치과병원,치과병원,"경기도 고양시 일산동구 고양대로 762, 309호 (중산동)",031-977-0123
중산센트럴가정의학과의원,의원,"경기도 고양시 일산동구 중산로 67, 중산동 아카메디 3층 303호,304호 (중산동)",031-977-0772
중산연세치과의원,치과의원,"경기도 고양시 일산동구 탄중로 421, 웅산프라자304호 (중산동)",031-975-0028
중산정형외과의원,의원,"경기도 고양시 일산동구 중산로 234, (중산동, 승산빌딩1층)",031-975-8233
중산한의원,한의원,"경기도 고양시 일산동구 중산로 229, 401호 (중산동)",031-977-1201
지엘한의원,한의원,"경기도 고양시 일산동구 장백로 86, 203호 (백석동, 한경빌딩)",031-903-0690
지오한의원,한의원,"경기도 고양시 일산동구 위시티2로 23, 201호 (식사동, 지오빌딩)",031-902-9222
진내과의원,의원,"경기도 고양시 일산동구 위시티로 81, (식사동)",031-965-5995
차앤리성형외과의원,의원,"경기도 고양시 일산동구 중앙로 1205, 차움라이프센터 3층 일부-304호 (장항동)",031-906-0033
차연요양병원,요양병원,"경기도 고양시 일산동구 중앙로 1312, 4~5층 (정발산동)",031-816-1010
차원정형외과의원,의원,"경기도 고양시 일산동구 중앙로 1205, 차움라이프센터 3층 일부-306호 (장항동)",031-994-7704
참경희한의원,한의원,"경기도 고양시 일산동구 강석로 149, 강촌프라자 302~303호 (마두동)",031-902-1075
참좋은치과의원,치과의원,"경기도 고양시 일산동구 중산로 241, 해태쇼핑타운 605호 (중산동)",031-975-2275
채한승치과의원,치과의원,"경기도 고양시 일산동구 강송로 170, (마두동, 현대프라자빌딩205,206호)",031-908-7575
청아한의원,한의원,"경기도 고양시 일산동구 강송로 170, (마두동, 현대프라자303,304호)",031-901-3700
체질홍한의원,한의원,"경기도 고양시 일산동구 정발산로 47, 207호 (장항동, 웅신아트)",031-901-1075
최규복내과의원,의원,"경기도 고양시 일산동구 고봉로 266, 2층 전체호 (중산동)",031-976-7575
최병진한의원,한의원,"경기도 고양시 일산동구 중앙로 1182, 올림픽스포츠센터 2층 205(일부)호 (마두동)",031-932-6054
최의원,의원,"경기도 고양시 일산동구 일산로 211, (마두동)",031-904-6167
최치과의원,치과의원,"경기도 고양시 일산동구 중앙로 1191, 굿모닝 법조타운I 503호 (장항동)",031-905-2275
치아나라치과의원,치과의원,"경기도 고양시 일산동구 숲속마을로 42, (풍동, 에이스타워 3층)",031-905-2845
치아살리는치과의원,치과의원,"경기도 고양시 일산동구 정발산로 43-20, 센트럴프라자 212,213호 (장항동)",031-8076-7522
치유마취통증의학과의원,의원,"경기도 고양시 일산동구 숲속마을1로 71, 샘터17 3층 303, 304, 305호 (풍동)",031-8073-8575
치유본의원,의원,"경기도 고양시 일산동구 중앙로1261번길 61, 메트로골드 1층106호, 8층 일부호 (장항동)",031-903-8875
치유본한의원,한의원,"경기도 고양시 일산동구 중앙로1261번길 61, 메트로골드(8층일부, 9층) (장항동)",031-903-8875
카프성모병원,정신병원,"경기도 고양시 일산동구 일산로 86, (백석동, 한국음주문화센터)",031-810-9200
케이톡스의원,의원,"경기도 고양시 일산동구 정발산로 23, 502호 (장항동, 호수빌딩)",031-906-5555
코넬비뇨기과의원,의원,"경기도 고양시 일산동구 정발산로 43-20, 408~409호 (장항동, 센트럴프라자)",031-907-7085
쿨맨남성의원,의원,"경기도 고양시 일산동구 일산로 46, 406호 (백석동, 남정씨티프라자)",031-932-7932
타임치과의원,치과의원,"경기도 고양시 일산동구 숲속마을로 26, 4층 401호 (풍동, 풍동프라자)",031-906-2875
톤즈의원,의원,"경기도 고양시 일산동구 중앙로1261번길 61, 401호 (장항동, 메트로골드)",031-994-1753
트루덴치과의원,치과의원,"경기도 고양시 일산동구 중앙로1275번길 38-10, (장항동, 우림로데오스위트 215,216호)",031-906-0700
파이안의원,의원,"경기도 고양시 일산동구 정발산로 43-7, 4층 (장항동, 메리트윈 )",031-904-8848
포레의원,의원,"경기도 고양시 일산동구 정발산로 38, 401~2호 (장항동, 이스턴시티)",031-905-8352
푸른맥외과의원,의원,"경기도 고양시 일산동구 정발산로 43-20, 514,516호 (장항동, 센트럴프라자)",031-908-3575
풍동바른내과의원,의원,"경기도 고양시 일산동구 숲속마을1로 76, 힘찬프라자 6층 602-603호 (풍동)",031-932-7575
풍동바른내과의원,의원,"경기도 고양시 일산동구 숲속마을1로 76, 힘찬프라자 6층 602-603호 (풍동)",031-932-7575
풍동연세이비인후과의원,의원,"경기도 고양시 일산동구 숲속마을1로 76, (풍동, 힘찬프라자 303호)",031-907-7770
풍동한미르치과의원,치과의원,"경기도 고양시 일산동구 숲속마을1로 29-30, (풍동,라고크리닉빌딩 201호.)",031-919-7528
플란치과의원,치과의원,"경기도 고양시 일산동구 정발산로 33, 낙원프라자 9층 902호 (장항동)",1555-2811
하나치과의원,치과의원,"경기도 고양시 일산동구 노루목로 100, (장항동, 호수마을2단지아파트상가동 1202호)",031-903-2875
하늘소아청소년과의원,의원,"경기도 고양시 일산동구 중산로 105, (중산동, 현해프라자 303호)",031-977-1822
하얀마음한의원,한의원,"경기도 고양시 일산동구 성현로 4, 1층 일부호 (성석동)",031-914-6911
하은이비인후과의원,의원,"경기도 고양시 일산동구 장백로 56, (백석동,크리스탈빌딩 204호)",031-901-0035
하하치과의원,치과의원,"경기도 고양시 일산동구 중앙로 1200, 삼희골드프라자 208,209호 (마두동)",031-921-4449
한경숙내과의원,의원,"경기도 고양시 일산동구 중앙로 1036, 3층 일부호 (백석동, 베스트 고양터미널)",031-811-2017
한빛영상의학과의원,의원,"경기도 고양시 일산동구 중앙로 1068, 리더스프라자 5,6층 (백석동)",031-907-7582
함소아(含笑兒)한의원,한의원,"경기도 고양시 일산동구 정발산로 38, 장항동이스턴시티 308-1호 (장항동)",031-925-1100
해내봄한의원,한의원,"경기도 고양시 일산동구 숲속마을로 42, 202호 (풍동, 에이스타워)",031-905-7523
해독한의원,한의원,"경기도 고양시 일산동구 중앙로 1080, 남정골드프라자 201-2호, 201호(일부) (백석동)",031-901-8270
해랑한의원,한의원,"경기도 고양시 일산동구 일산로 240, 백마프라자 3층 (마두동)",031-901-8577
해맑은신경외과의원,의원,"경기도 고양시 일산동구 일산로 217, 일산메가스터디학원 2층 (마두동)",031-905-9117
해맑은한의원,한의원,"경기도 고양시 일산동구 탄중로 322, (중산동, 고봉프라자 303~304호)",031-975-7582
해븐리병원,병원,"경기도 고양시 일산동구 중산로 117, 지하1층 일부, 1층 일부, 2~5층 (중산동)",031-922-8822
해빛소아청소년과의원,의원,"경기도 고양시 일산동구 숲속마을1로 73, (풍동, 신성메디칼타운 5층)",031-932-1112
해아림한의원,한의원,"경기도 고양시 일산동구 중앙로 1167, 5층 일부호 (장항동)",031-994-7175
해피스마일치과의원,치과의원,"경기도 고양시 일산동구 중앙로 1189, (장항동, 굿모닝법조타운B/D2.901,902호)",031-908-2808
행복한미래치과의원,치과의원,"경기도 고양시 일산동구 일산로 153, 백송마을2단지 2층 203호 (백석동)",031-908-8275
향지한의원,한의원,"경기도 고양시 일산동구 위시티로 81, (식사동, 풍산트윈시티 2 201호)",070-4176-3969
허브치과의원,치과의원,"경기도 고양시 일산동구 탄중로 316, (중산동, 솔샘프라자302호)",031-976-3433
허영호치과의원,치과의원,"경기도 고양시 일산동구 정발산로 43-20, 센트럴프라자 908호 (장항동)",031-932-1199
허유재병원,병원,"경기도 고양시 일산동구 중앙로 1317, 지하1층~5층,6층 일부, 8층 (장항동)",031-817-1100
형치과의원,치과의원,"경기도 고양시 일산동구 강촌로 157, (마두동,  서울코아빌딩301호)",031-907-2275
호수치과의원,치과의원,"경기도 고양시 일산동구 노루목로 99, (장항동, 호수마을5단지아파트상가209호)",031-902-3405
호수한의원,한의원,"경기도 고양시 일산동구 장백로 184, (장항동, 우신프라자 310~311호, 312호 일부)",031-906-2203
화이트드림치과의원,치과의원,"경기도 고양시 일산동구 정발산로 24, 302~304호 (장항동, 웨스턴돔2)",031-811-2879
화이트치과의원,치과의원,"경기도 고양시 일산동구 중앙로1275번길 60-30, (장항동,  일산라페스타B동 308,309,310호)",031-913-2872
